"00727","+18.212965","-066.058033","CAGUAS","PR","CAGUAS","STANDARD"
"00728","+18.001995","-066.607429","PONCE","PR","PONCE","STANDARD"
"00729","+18.333093","-065.883864","CANOVANAS","PR","CANOVANAS","STANDARD"
"00730","+18.001995","-066.607429","PONCE","PR","PONCE","STANDARD"
"00731","+18.038310","-066.626344","PONCE","PR","PONCE","STANDARD"
"00732","+18.021781","-066.613742","PONCE","PR","PONCE","STANDARD"
"00733","+18.019331","-066.619165","PONCE","PR","PONCE","STANDARD"
"00734","+17.999499","-066.643934","PONCE","PR","PONCE","STANDARD"
"00735","+18.264872","-065.594769","CEIBA","PR","CEIBA","STANDARD"
"00736","+18.102967","-066.139274","CAYEY","PR","CAYEY","STANDARD"
"00737","+18.102967","-066.139274","CAYEY","PR","CAYEY","STANDARD"
"00738","+18.359381","-065.611361","FAJARDO","PR","FAJARDO","STANDARD"
"00739","+18.181469","-066.169519","CIDRA","PR","CIDRA","STANDARD"
"00740","+18.331958","-065.638780","PUERTO REAL","PR","FAJARDO","STANDARD"
"00741","+18.162156","-065.753485","PUNTA SANTIAGO","PR","HUMACAO","STANDARD"
"00742","+18.264872","-065.594769","ROOSEVELT ROADS","PR","CEIBA","STANDARD"
"00744","+18.206329","-065.743058","RIO BLANCO","PR","NAGUABO","PO BOX ONLY"
"00745","+18.367347","-065.816583","RIO GRANDE","PR","RIO GRANDE","STANDARD"
"00751","+17.998520","-066.264825","SALINAS","PR","SALINAS","STANDARD"
"00754","+18.187584","-065.962389","SAN LORENZO","PR","SAN LORENZO","STANDARD"
"00757","+17.991233","-066.395543","SANTA ISABEL","PR","SANTA ISABEL","STANDARD"
"00765","+18.123347","-065.460356","VIEQUES","PR","VIEQUES","STANDARD"
"00766","+18.120519","-066.496607","VILLALBA","PR","VILLALBA","STANDARD"
"00767","+18.045522","-065.886988","YABUCOA","PR","YABUCOA","STANDARD"
"00769","+18.095992","-066.350810","COAMO","PR","COAMO","STANDARD"
"00771","+18.196576","-065.871970","LAS PIEDRAS","PR","LAS PIEDRAS","STANDARD"
"00772","+18.447406","-065.899357","LOIZA","PR","LOIZA","STANDARD"
"00773","+18.366027","-065.708138","LUQUILLO","PR","LUQUILLO","STANDARD"
"00775","+18.323736","-065.296467","CULEBRA","PR","CULEBRA","PO BOX ONLY"
"00777","+18.206489","-065.901774","JUNCOS","PR","JUNCOS","STANDARD"
"00778","+18.259092","-065.974641","GURABO","PR","GURABO","STANDARD"
"00780","+18.001995","-066.607429","COTO LAUREL","PR","PONCE","STANDARD"
"00782","+18.224958","-066.219885","COMERIO","PR","COMERIO","STANDARD"
"00783","+18.304369","-066.330525","COROZAL","PR","COROZAL","STANDARD"
"00784","+17.992290","-066.139253","GUAYAMA","PR","GUAYAMA","STANDARD"
"00785","+18.018822","-066.795603","GUAYAMA","PR","GUAYANILLA","STANDARD"
"00786","+18.128092","-066.268717","LA PLATA","PR","AIBONITO","PO BOX ONLY"
"00791","+18.138029","-065.788499","HUMACAO","PR","HUMACAO","STANDARD"
"00792","+18.138029","-065.788499","HUMACAO","PR","HUMACAO","STANDARD"
"00794","+18.200898","-066.307236","BARRANQUITAS","PR","BARRANQUITAS","STANDARD"
"00795","+17.997367","-066.493218","JUANA DIAZ","PR","JUANA DIAZ","STANDARD"
"00801","+18.322285","-064.963715","ST THOMAS","VI","SAINT THOMAS","STANDARD"
"00802","+18.322285","-064.963715","ST THOMAS","VI","SAINT THOMAS","STANDARD"
"00803","+18.322285","-064.963715","ST THOMAS","VI","SAINT THOMAS","STANDARD"
"00804","+18.322285","-064.963715","ST THOMAS","VI","SAINT THOMAS","STANDARD"
"00805","+18.322285","-064.963715","ST THOMAS","VI","SAINT THOMAS","STANDARD"
"00820","+17.734211","-064.734694","CHRISTIANSTED","VI","SAINT CROIX","STANDARD"
"00821","+17.734211","-064.734694","CHRISTIANSTED","VI","SAINT CROIX","STANDARD"
"00822","+17.734211","-064.734694","CHRISTIANSTED","VI","SAINT CROIX","STANDARD"
"00823","+17.734211","-064.734694","CHRISTIANSTED","VI","SAINT CROIX","STANDARD"
"00824","+17.734211","-064.734694","CHRISTIANSTED","VI","SAINT CROIX","STANDARD"
"00830","+18.328160","-064.740737","ST JOHN","VI","SAINT JOHN","STANDARD"
"00831","+18.328160","-064.740737","ST JOHN","VI","SAINT JOHN","STANDARD"
"00840","+17.734211","-064.734694","FREDERIKSTED","VI","SAINT CROIX","STANDARD"
"00841","+17.734211","-064.734694","FREDERIKSTED","VI","SAINT CROIX","STANDARD"
"00850","+17.734211","-064.734694","KINGSHILL","VI","SAINT CROIX","STANDARD"
"00851","+17.734211","-064.734694","KINGSHILL","VI","SAINT CROIX","STANDARD"
"00901","+18.465901","-066.103568","SAN JUAN","PR","SAN JUAN","STANDARD"
"00902","+18.410462","-066.060533","SAN JUAN","PR","SAN JUAN","STANDARD"
"00906","+18.410462","-066.060533","SAN JUAN","PR","SAN JUAN","STANDARD"
"00907","+18.451647","-066.077003","SAN JUAN","PR","SAN JUAN","STANDARD"
"00908","+18.410462","-066.060533","SAN JUAN","PR","SAN JUAN","STANDARD"
"00909","+18.443384","-066.068133","SAN JUAN","PR","SAN JUAN","STANDARD"
"00910","+18.410462","-066.060533","SAN JUAN","PR","SAN JUAN","STANDARD"
"00911","+18.450828","-066.057859","SAN JUAN","PR","SAN JUAN","STANDARD"
"00912","+18.444187","-066.059859","SAN JUAN","PR","SAN JUAN","STANDARD"
"00913","+18.450735","-066.043352","SAN JUAN","PR","SAN JUAN","STANDARD"
"00914","+18.410462","-066.060533","SAN JUAN","PR","SAN JUAN","STANDARD"
"00915","+18.437896","-066.048087","SAN JUAN","PR","SAN JUAN","STANDARD"
"00916","+18.410462","-066.060533","SAN JUAN","PR","SAN JUAN","STANDARD"
"00917","+18.422018","-066.050602","SAN JUAN","PR","SAN JUAN","STANDARD"
"00918","+18.419069","-066.062319","SAN JUAN","PR","SAN JUAN","STANDARD"
"00919","+18.410462","-066.060533","SAN JUAN","PR","SAN JUAN","STANDARD"
"00920","+18.406808","-066.091885","SAN JUAN","PR","SAN JUAN","STANDARD"
"00921","+18.390429","-066.066124","SAN JUAN","PR","SAN JUAN","STANDARD"
"00922","+18.410462","-066.060533","SAN JUAN","PR","SAN JUAN","STANDARD"
"00923","+18.410775","-066.036708","SAN JUAN","PR","SAN JUAN","STANDARD"
"00924","+18.396392","-066.011460","SAN JUAN","PR","SAN JUAN","STANDARD"
"00925","+18.401055","-066.049773","SAN JUAN","PR","SAN JUAN","STANDARD"
"00926","+18.369376","-066.062804","SAN JUAN","PR","SAN JUAN","STANDARD"
"00927","+18.385174","-066.071959","SAN JUAN","PR","SAN JUAN","STANDARD"
"00928","+18.410462","-066.060533","SAN JUAN","PR","SAN JUAN","STANDARD"
"00929","+18.410462","-066.060533","SAN JUAN","PR","SAN JUAN","STANDARD"
"00930","+18.410462","-066.060533","SAN JUAN","PR","SAN JUAN","STANDARD"
"00931","+18.410462","-066.060533","SAN JUAN","PR","SAN JUAN","STANDARD"
"00933","+18.410462","-066.060533","SAN JUAN","PR","SAN JUAN","STANDARD"
"00934","+18.344870","-066.166014","FORT BUCHANAN","PR","BAYAMON","STANDARD"
"00935","+18.410462","-066.060533","SAN JUAN","PR","SAN JUAN","UNIQUE"
"00936","+18.410462","-066.060533","SAN JUAN","PR","SAN JUAN","STANDARD"
"00937","+18.410462","-066.060533","SAN JUAN","PR","SAN JUAN","STANDARD"
"00938","+18.410462","-066.060533","SAN JUAN","PR","SAN JUAN","STANDARD"
"00939","+18.410462","-066.060533","SAN JUAN","PR","SAN JUAN","STANDARD"
"00940","+18.410462","-066.060533","SAN JUAN","PR","SAN JUAN","STANDARD"
"00949","+18.431911","-066.199692","TOA BAJA","PR","TOA BAJA","STANDARD"
"00950","+18.457761","-066.196503","TOA BAJA","PR","TOA BAJA","STANDARD"
"00951","+18.457761","-066.196503","TOA BAJA","PR","TOA BAJA","STANDARD"
"00952","+18.457761","-066.196503","SABANA SECA","PR","TOA BAJA","STANDARD"
"00953","+18.356795","-066.257010","TOA ALTA","PR","TOA ALTA","STANDARD"
"00954","+18.358939","-066.258108","TOA ALTA","PR","TOA ALTA","STANDARD"
"00955","+18.410462","-066.060533","SAN JUAN","PR","SAN JUAN","STANDARD"
"00956","+18.326702","-066.174176","BAYAMON","PR","BAYAMON","STANDARD"
"00957","+18.366645","-066.183907","BAYAMON","PR","BAYAMON","STANDARD"
"00958","+18.344870","-066.166014","BAYAMON","PR","BAYAMON","STANDARD"
"00959","+18.387058","-066.159044","BAYAMON","PR","BAYAMON","STANDARD"
"00960","+18.344870","-066.166014","BAYAMON","PR","BAYAMON","STANDARD"
"00961","+18.413195","-066.168651","BAYAMON","PR","BAYAMON","STANDARD"
"00962","+18.437644","-066.140407","CATANO","PR","CATANO","STANDARD"
"00963","+18.443217","-066.139293","CATANO","PR","CATANO","STANDARD"
"00965","+18.428784","-066.115390","GUAYNABO","PR","GUAYNABO","STANDARD"
"00966","+18.396815","-066.114889","GUAYNABO","PR","GUAYNABO","STANDARD"
"00968","+18.410462","-066.060533","GUAYNABO","PR","SAN JUAN","STANDARD"
"00969","+18.362322","-066.113729","GUAYNABO","PR","GUAYNABO","STANDARD"
"00970","+18.359143","-066.112295","GUAYNABO","PR","GUAYNABO","STANDARD"
"00971","+18.309420","-066.113606","GUAYNABO","PR","GUAYNABO","STANDARD"
"00975","+18.410462","-066.060533","SAN JUAN","PR","SAN JUAN","UNIQUE"
"00976","+18.338133","-065.989229","TRUJILLO ALTO","PR","TRUJILLO ALTO","STANDARD"
"00977","+18.337004","-065.990099","TRUJILLO ALTO","PR","TRUJILLO ALTO","STANDARD"
"00978","+18.337004","-065.990099","SAINT JUST CONTRACT","PR","TRUJILLO ALTO","STANDARD"
"00979","+18.410462","-066.060533","CAROLINA","PR","SAN JUAN","STANDARD"
"00981","+18.410462","-066.060533","CAROLINA","PR","SAN JUAN","STANDARD"
"00982","+18.410462","-066.060533","CAROLINA","PR","SAN JUAN","STANDARD"
"00983","+18.413452","-065.977659","CAROLINA","PR","CAROLINA","STANDARD"
"00984","+18.393355","-065.972495","CAROLINA","PR","CAROLINA","STANDARD"
"00985","+18.345741","-065.938880","CAROLINA","PR","CAROLINA","STANDARD"
"00986","+18.393355","-065.972495","CAROLINA","PR","CAROLINA","STANDARD"
"00987","+18.373466","-065.959932","CAROLINA","PR","CAROLINA","STANDARD"
"00988","+18.393355","-065.972495","CAROLINA","PR","CAROLINA","STANDARD"
"01001","+42.140549","-072.788661","AGAWAM","MA","HAMPDEN","STANDARD"
"01002","+42.367092","-072.464571","AMHERST","MA","HAMPSHIRE","STANDARD"
"01003","+42.369562","-072.635990","AMHERST","MA","HAMPSHIRE","STANDARD"
"01004","+42.384494","-072.513183","AMHERST","MA","HAMPSHIRE","STANDARD"
"01005","+42.329160","-072.139465","BARRE","MA","WORCESTER","STANDARD"
"01007","+42.280267","-072.402056","BELCHERTOWN","MA","HAMPSHIRE","STANDARD"
"01008","+42.177833","-072.958359","BLANDFORD","MA","HAMPDEN","STANDARD"
"01009","+42.206092","-072.340486","BONDSVILLE","MA","HAMPDEN","PO BOX ONLY"
"01010","+42.108585","-072.204480","BRIMFIELD","MA","HAMPDEN","STANDARD"
"01011","+42.294259","-072.952776","CHESTER","MA","HAMPDEN","STANDARD"
"01012","+42.392274","-072.825607","CHESTERFIELD","MA","HAMPSHIRE","STANDARD"
"01013","+42.161492","-072.667341","CHICOPEE","MA","HAMPDEN","STANDARD"
"01014","+42.170731","-072.604842","CHICOPEE","MA","HAMPDEN","STANDARD"
"01020","+42.177492","-072.562563","CHICOPEE","MA","HAMPDEN","STANDARD"
"01021","+42.170731","-072.604842","CHICOPEE","MA","HAMPDEN","STANDARD"
"01022","+42.193392","-072.554360","CHICOPEE","MA","HAMPDEN","STANDARD"
"01026","+42.428617","-072.909841","CUMMINGTON","MA","HAMPSHIRE","STANDARD"
"01027","+42.368303","-072.768839","EASTHAMPTON","MA","HAMPSHIRE","STANDARD"
"01028","+42.062009","-072.498740","EAST LONGMEADOW","MA","HAMPDEN","STANDARD"
"01029","+42.190904","-073.051661","EAST OTIS","MA","BERKSHIRE","PO BOX ONLY"
"01030","+42.189335","-072.797740","FEEDING HILLS","MA","HAMPDEN","STANDARD"
"01031","+42.352554","-072.205724","GILBERTVILLE","MA","WORCESTER","STANDARD"
"01032","+42.443837","-072.819446","GOSHEN","MA","HAMPSHIRE","STANDARD"
"01033","+42.262285","-072.504086","GRANBY","MA","HAMPSHIRE","STANDARD"
"01034","+42.112748","-072.952003","GRANVILLE","MA","HAMPDEN","STANDARD"
"01035","+42.356804","-072.576613","HADLEY","MA","HAMPSHIRE","STANDARD"
"01036","+42.067614","-072.417507","HAMPDEN","MA","HAMPDEN","STANDARD"
"01037","+42.347856","-072.225251","HARDWICK","MA","WORCESTER","PO BOX ONLY"
"01038","+42.387269","-072.643081","HATFIELD","MA","HAMPSHIRE","STANDARD"
"01039","+42.356410","-072.682127","HAYDENVILLE","MA","HAMPSHIRE","STANDARD"
"01040","+42.198291","-072.642070","HOLYOKE","MA","HAMPDEN","STANDARD"
"01041","+42.170731","-072.604842","HOLYOKE","MA","HAMPDEN","STANDARD"
"01050","+42.313427","-072.903677","HUNTINGTON","MA","HAMPSHIRE","STANDARD"
"01053","+42.353838","-072.704385","LEEDS","MA","HAMPSHIRE","STANDARD"
"01054","+42.474681","-072.467543","LEVERETT","MA","FRANKLIN","STANDARD"
"01056","+42.173276","-072.627038","LUDLOW","MA","HAMPDEN","STANDARD"
"01057","+42.095323","-072.282063","MONSON","MA","HAMPDEN","STANDARD"
"01059","+42.369562","-072.635990","NORTH AMHERST","MA","HAMPSHIRE","STANDARD"
"01060","+42.415154","-072.769270","NORTHAMPTON","MA","HAMPSHIRE","STANDARD"
"01061","+42.369562","-072.635990","NORTHAMPTON","MA","HAMPSHIRE","STANDARD"
"01062","+42.328838","-072.845227","FLORENCE","MA","HAMPSHIRE","STANDARD"
"01063","+42.317939","-072.640234","NORTHAMPTON","MA","HAMPSHIRE","UNIQUE"
"01066","+42.406697","-072.633901","NORTH HATFIELD","MA","HAMPSHIRE","PO BOX ONLY"
"01068","+42.346144","-072.058847","OAKHAM","MA","WORCESTER","STANDARD"
"01069","+42.176131","-072.314570","PALMER","MA","HAMPDEN","STANDARD"
"01070","+42.448984","-072.958397","PLAINFIELD","MA","HAMPSHIRE","STANDARD"
"01071","+42.177432","-072.864558","RUSSELL","MA","HAMPDEN","STANDARD"
"01072","+42.471562","-072.440170","SHUTESBURY","MA","FRANKLIN","STANDARD"
"01073","+42.230008","-072.728463","SOUTHAMPTON","MA","HAMPSHIRE","STANDARD"
"01074","+42.375998","-072.149388","SOUTH BARRE","MA","WORCESTER","PO BOX ONLY"
"01075","+42.249840","-072.581520","SOUTH HADLEY","MA","HAMPSHIRE","STANDARD"
"01077","+42.066644","-072.541205","SOUTHWICK","MA","HAMPDEN","STANDARD"
"01079","+42.192892","-072.329574","THORNDIKE","MA","HAMPDEN","PO BOX ONLY"
"01080","+42.179805","-072.517813","THREE RIVERS","MA","HAMPDEN","STANDARD"
"01081","+42.061948","-072.213598","WALES","MA","HAMPDEN","STANDARD"
"01082","+42.377471","-072.548549","WARE","MA","HAMPSHIRE","STANDARD"
"01083","+42.204027","-072.199439","WARREN","MA","WORCESTER","PO BOX ONLY"
"01084","+42.390303","-072.870857","WEST CHESTERFIELD","MA","HAMPSHIRE","PO BOX ONLY"
"01085","+42.148690","-072.501887","WESTFIELD","MA","HAMPDEN","STANDARD"
"01086","+42.173428","-072.847964","WESTFIELD","MA","HAMPDEN","STANDARD"
"01088","+42.390583","-072.646894","WEST HATFIELD","MA","HAMPSHIRE","STANDARD"
"01089","+42.125793","-072.645334","WEST SPRINGFIELD","MA","HAMPDEN","STANDARD"
"01090","+42.170731","-072.604842","WEST SPRINGFIELD","MA","HAMPDEN","STANDARD"
"01092","+42.202887","-072.229025","WEST WARREN","MA","WORCESTER","PO BOX ONLY"
"01093","+42.442673","-072.652511","WHATELY","MA","FRANKLIN","PO BOX ONLY"
"01094","+42.358201","-072.140846","WHEELWRIGHT","MA","WORCESTER","PO BOX ONLY"
"01095","+42.125974","-072.489988","WILBRAHAM","MA","HAMPDEN","STANDARD"
"01096","+42.413069","-072.821653","WILLIAMSBURG","MA","HAMPSHIRE","STANDARD"
"01097","+42.161743","-072.845912","WORONOCO","MA","HAMPDEN","STANDARD"
"01098","+42.404940","-072.896133","WORTHINGTON","MA","HAMPSHIRE","STANDARD"
"01101","+42.170731","-072.604842","SPRINGFIELD","MA","HAMPDEN","STANDARD"
